"county_name" "state" "confirmed_cases" "deaths" "total_pop" "white_pop" "black_pop" "asian_pop" "amerindian_pop" "hispanic_pop" "median_income" "households_public_asst_or_food_stamps" "children_in_single_female_hh" "employed_pop" "unemployed_pop" "pop_determined_poverty_status" "not_us_citizen_pop" "two_parent_families_with_young_children" "poverty" "income_under_40" "income_over_40_under_100" "income_over_100" "income_200000_or_more" "commuters_in_groups" "local_commuters" "out_of_town_commuters" "cases_per_1000" "deaths_per_1000" "death_per_case" "k12_students" "children" "some_college_and_associates_degree" "associates_degree" "bachelors_degree" "masters_degree"
"105" "Macon County" "AL" 1168 35 19358 2992 15772 38 43 315 32308 2237 1679 7348 1251 16938 120 313 4380 4475 2529 777 71 831 5942 936 60.3368116540965 1.80803802045666 0.0299657534246575 2139 3492 3588 713 1332 801
"106" "Blount County" "AL" 5320 83 57667 50381 879 84 193 5197 47412 2244 2469 21380 1091 57051 1712 2495 8919 8898 8797 2592 403 2191 11929 8100 92.2538020011445 1.43929803873966 0.0156015037593985 9348 13565 13583 4952 3416 1378
"107" "Marion County" "AL" 2473 50 30058 27637 963 96 128 741 35719 2021 1420 11899 691 29486 211 868 5175 6905 3995 1265 288 1181 8895 1736 82.2742697451594 1.66345066205336 0.0202183582693085 4619 6351 6831 1902 1784 970
"108" "Monroe County" "AL" 1473 17 21745 11842 8874 116 274 286 26036 1416 2158 6154 1691 21485 10 713 7249 5085 2285 730 107 237 4754 955 67.7397102782249 0.781788916992412 0.011541072640869 3407 5071 3528 1172 1079 576
"109" "Barbour County" "AL" 1738 36 26201 11985 12528 152 46 1104 33368 2468 2891 8878 1261 23283 434 671 6332 5336 2949 830 76 988 6690 1350 66.3333460554941 1.3739933590321 0.0207134637514384 3786 5514 4707 1353 1403 656
"110" "Tallapoosa County" "AL" 2630 107 40756 28081 11072 160 176 968 42181 3080 3110 15317 1547 40196 308 1434 8532 7792 6388 1929 260 1548 11810 2540 64.5303758955737 2.62538031210129 0.0406844106463878 5743 8675 8185 2429 3474 1265
"111" "DeKalb County" "AL" 7715 97 71194 57507 1009 208 876 10178 38842 4651 4117 28416 1529 70307 4357 2983 15115 13055 9646 2293 488 2760 22247 4006 108.365873528668 1.36247436581734 0.0125729099157485 12046 17544 12710 4255 3638 1875
"112" "Butler County" "AL" 1707 58 20126 10515 8998 224 13 64 36326 1393 2019 7727 640 19819 97 534 4835 3819 2516 662 53 963 5885 1347 84.8156613335983 2.88184438040346 0.0339777387229057 3044 4570 3423 1099 1342 667
"113" "Russell County" "AL" 3359 10 58480 27955 24769 384 209 3050 38988 4639 5556 22959 2465 57504 991 3002 12024 11594 8446 2392 258 2072 20046 2450 57.4384404924761 0.170998632010944 0.00297707651086633 9204 14608 13020 3434 4092 2012
"114" "Dale County" "AL" 3997 81 49393 34306 9485 448 241 2994 44711 3467 3496 17988 2097 48099 736 2311 9441 8600 7376 2514 335 1394 17521 1552 80.9223979106351 1.63990848905715 0.0202651988991744 7862 11608 12189 3179 3688 1520
"115" "Shelby County" "AL" 18693 114 208721 163877 24443 3973 458 12045 74063 4533 7937 104093 4650 205594 7140 11742 17127 19552 30944 20908 5464 7568 77908 17833 89.5597472223686 0.546183661442787 0.0060985395602632 35575 50496 40834 10158 39369 15003
"116" "Etowah County" "AL" 11805 168 103132 80750 15847 706 503 3794 42064 6063 6584 41412 3406 101739 1965 3627 18166 18681 15180 4417 783 3808 32455 5427 114.464957530156 1.62898033588023 0.0142312579415502 15829 22540 24155 6006 7435 3328
"117" "Walker County" "AL" 5930 174 64927 58038 3902 306 45 1531 38872 4270 4410 24280 2701 63867 641 2206 13754 12857 9198 2638 450 2571 17030 5636 91.3333436012753 2.67993284765968 0.0293423271500843 9655 14460 14287 3966 3014 1451
"118" "Autauga County" "AL" 5227 55 55036 41509 10419 516 169 1467 55317 2802 2811 24112 1324 54558 549 2688 7483 7733 8481 4369 471 2343 20263 2542 94.9741987063013 0.999345882694963 0.0105222881193801 9554 13509 10697 2804 5316 3058
"119" "Chambers County" "AL" 2886 69 33895 19045 13335 339 95 730 37342 2291 2791 14527 994 33380 380 979 6288 7203 5129 1225 137 1400 11918 1602 85.1453016669125 2.03569848060186 0.0239085239085239 4939 7256 6894 1785 2131 713
"120" "Bullock County" "AL" 997 28 10478 2264 7925 73 110 35 29655 920 1497 4290 592 10023 100 83 2852 2120 1243 243 64 685 2552 1217 95.1517465165108 2.67226569956098 0.0280842527582748 1404 2166 1575 318 485 334
"121" "Cleburne County" "AL" 1184 23 14939 13842 424 81 43 356 37396 954 598 5743 489 14666 179 794 2800 2945 2114 654 60 792 3806 1328 79.2556396010443 1.53959435035812 0.0194256756756757 2343 3458 2705 463 807 318
"122" "Franklin County" "AL" 3681 48 31507 24474 1471 117 52 5146 39501 2293 2325 12534 1114 31152 2312 976 7175 5821 4562 992 158 1282 9250 2549 116.831180372616 1.52347097470403 0.013039934800326 5386 7772 5286 1557 1722 788
"123" "Covington County" "AL" 3301 68 37519 31320 4879 154 124 586 39467 2168 2132 14686 1759 36796 97 1591 6491 7715 5607 1735 228 1276 11327 2181 87.9820890748687 1.81241504304486 0.0205998182368979 5416 8258 8177 2557 2740 1028
"124" "Crenshaw County" "AL" 1202 44 13866 9872 3209 194 108 253 38937 1002 1081 5700 389 13632 207 324 2399 2736 1903 615 104 691 3792 1209 86.6868599451897 3.17322948218664 0.0366056572379368 2299 3134 2420 603 1143 377
"125" "Houston County" "AL" 8681 148 104108 69963 27576 874 322 3366 42803 6066 9090 44108 3642 103080 1173 3746 19030 18398 14894 4969 1299 3043 38702 3049 83.3845621854228 1.42160064548354 0.0170487271051722 17119 24546 23186 6606 9418 3939
"126" "Morgan County" "AL" 12321 113 119157 91006 14692 779 641 9485 47529 6556 6577 50611 3496 116974 3907 5316 19448 19872 18263 6680 1089 3593 40997 6617 103.401394798459 0.948328675612847 0.00917133349565782 18913 27463 26101 7014 11822 4040
"127" "Chilton County" "AL" 3378 65 43805 35207 4154 187 175 3371 43501 3184 2846 17675 1271 43292 1765 2060 8392 7808 6536 2187 237 2210 10984 5588 77.1144846478713 1.48384887569912 0.0192421551213736 7010 10550 6920 1997 2809 1268
"128" "St. Clair County" "AL" 7599 120 86937 74972 8084 684 215 2003 53483 4171 4247 38522 2354 84975 868 4237 11656 12167 14478 5234 607 3318 26564 8972 87.4081231236413 1.38030987956796 0.0157915515199368 13698 20060 19278 5296 6366 2391
"129" "Tuscaloosa County" "AL" 20835 267 204424 127567 63839 3120 250 7128 50513 7986 13581 90941 6570 193995 5492 8331 33597 28460 29029 11762 2256 8041 77185 8276 101.92051813877 1.30610887175674 0.0128149748020158 28777 42944 35722 8901 23230 10010
"130" "Mobile County" "AL" 30551 554 414328 238405 145960 8060 2467 11416 45802 27570 37573 173195 13977 404708 6231 14969 78256 68869 57988 22468 4469 13441 142093 19030 73.7362669189627 1.33710490239617 0.0181336126477038 66447 98867 84512 22939 42066 15743
"131" "Cherokee County" "AL" 1609 30 25855 23731 1287 33 125 409 40041 1899 1084 9879 557 25424 27 900 4104 5391 3990 1218 196 1212 7179 1970 62.2316766582866 1.16031715335525 0.0186451211932878 3855 5208 5424 1502 1237 710
"132" "Winston County" "AL" 2290 35 23968 22556 124 70 65 717 35362 1500 1176 8902 925 23528 230 989 4395 5115 3450 768 106 1063 6070 1815 95.5440587449933 1.46028037383178 0.0152838427947598 3590 5025 4854 1416 1354 620
"133" "Fayette County" "AL" 1712 26 16657 14163 1917 78 0 277 36541 1320 705 6307 576 16359 17 620 2967 3773 2485 584 113 717 4220 1469 102.779612175062 1.56090532508855 0.0151869158878505 2531 3598 3174 836 1178 463
"134" "Geneva County" "AL" 2033 35 26572 22318 2440 106 162 1004 39293 1828 1945 10306 1011 26277 196 934 5903 5413 4071 1062 147 1058 7711 1711 76.5091073310251 1.31717597471022 0.0172159370388588 4303 5899 6015 1760 1407 603
"135" "Sumter County" "AL" 895 26 13084 3217 9256 392 68 34 21663 1614 1512 4353 672 12219 285 228 4398 3429 1322 302 20 323 3056 707 68.4041577499236 1.98715988994191 0.0290502793296089 1875 2579 2037 581 872 537
"136" "Cullman County" "AL" 8094 105 81703 75434 900 528 350 3466 40997 3897 3830 32072 1962 80455 1446 4012 13157 15175 11609 3734 579 2677 22231 6838 99.066129762677 1.28514252842613 0.0129725722757598 12182 18357 17778 6057 5409 2206
"137" "Montgomery County" "AL" 19192 305 227120 79926 129745 5517 296 7628 46545 17843 23799 100874 8343 220184 6867 7604 45863 39584 32813 14121 3258 9709 88761 5584 84.5015850651638 1.34290243043325 0.0158920383493122 35399 53951 41568 9835 28898 13859
"138" "Lauderdale County" "AL" 7631 83 92590 78605 9103 626 339 2285 44888 5516 5623 39857 2798 90333 1096 3324 14701 17166 15609 4909 950 3076 31989 5665 82.417107679015 0.896425099902797 0.0108766871969598 12624 18752 17735 3986 8710 4096
"139" "Coffee County" "AL" 4462 56 51073 36261 8755 659 528 3402 49821 2656 3489 21639 1391 50375 1002 2186 8122 8004 7658 3457 501 1805 18868 2014 87.3651440095549 1.09646975897245 0.0125504258180188 8407 12119 11594 3694 5111 2193
"140" "Escambia County" "AL" 3213 42 37621 22661 12107 149 1368 809 35026 2506 3097 12134 1930 34745 118 1098 8281 7373 4361 1291 201 844 9706 1587 85.4044283777677 1.11639775657213 0.0130718954248366 5753 8382 6477 1914 1956 848
"141" "Marshall County" "AL" 10236 107 94738 77467 2084 534 439 12600 41104 5709 6153 38456 2684 93571 5739 4697 19654 16838 12508 4253 989 4198 28401 6611 108.045346112436 1.12943064029217 0.0104533020711215 16146 23549 19593 5276 7353 3036
"142" "Clarke County" "AL" 2831 33 24625 13057 11246 127 14 58 33827 1894 1554 7933 1424 24171 24 801 6108 5248 2946 1224 184 938 5934 1307 114.964467005076 1.34010152284264 0.011656658424585 3950 5514 4089 1165 1422 579
"143" "Jackson County" "AL" 5837 41 52326 46738 1699 238 516 1493 39281 2690 2888 20261 1699 51770 406 2062 9827 10353 7632 2070 313 1700 14716 3996 111.55066315025 0.783549287161258 0.00702415624464622 7930 11293 10087 3256 3192 1331
"144" "Colbert County" "AL" 5354 73 54435 42877 8676 246 404 1313 45477 2824 3187 22180 1653 53948 605 2215 9056 9941 9102 2585 355 1616 18144 2654 98.3558372370717 1.34104895747221 0.0136346656705267 8167 11708 12077 2995 4403 2297
"145" "Baldwin County" "AL" 16513 183 203360 168951 19238 1395 1528 9029 52562 6644 9057 89527 5215 200313 3435 10138 23728 28392 30961 13209 3571 6788 66075 15311 81.2008261211644 0.899881982690795 0.0110821776781929 31357 44999 45286 13760 29237 10714
"146" "Elmore County" "AL" 7923 101 80989 59460 17180 461 232 2316 54981 4184 4478 33054 2613 76133 842 3473 10299 10559 11991 5604 961 3419 26086 5151 97.8281001123609 1.247082937189 0.0127476965795784 12968 18275 16289 5110 7983 3614
"147" "Pike County" "AL" 2513 29 33287 18759 12629 731 213 282 35684 2007 2775 14352 1366 31299 951 1052 8224 6677 4032 1423 152 1108 11945 1149 75.4949379637696 0.871210983266741 0.0115399920413848 4389 6554 4579 1114 2930 1417
"148" "Limestone County" "AL" 8074 74 91695 70776 11989 1143 662 5323 52831 4340 4122 38944 2957 88648 2043 4542 13138 12521 12525 6057 1283 2943 30865 6002 88.0527836850428 0.807023283712307 0.00916522169928164 15231 21254 17937 4831 10410 4085
"149" "Washington County" "AL" 1383 26 16746 10907 4120 159 1261 81 42185 921 1307 5710 708 16531 152 485 3644 2872 2430 625 74 755 3382 1905 82.5868864206378 1.55260957840678 0.0187997107736804 2977 3822 3131 1122 785 358
"150" "Dallas County" "AL" 3051 96 40755 11306 28603 183 16 409 30065 5326 5976 14461 2302 40121 401 802 12795 10220 4537 1468 262 1276 11547 1983 74.861980125138 2.35553919764446 0.0314650934119961 7060 10078 8193 2482 2181 1275
"151" "Talladega County" "AL" 6224 108 80888 51055 26004 446 235 1791 39219 5647 6066 30937 3440 77432 970 2257 14946 16021 11915 3308 407 3266 22740 5090 76.9459005044011 1.33517950746712 0.0173521850899743 13021 17677 17852 4888 4620 2296
"152" "Lee County" "AL" 12603 101 156597 105864 35923 5873 145 5813 47564 7283 10735 71677 4371 150569 6097 6882 33132 25695 21301 9910 2095 6293 60237 6826 80.4804689745014 0.644967655829933 0.00801396492898516 22485 33839 28267 7431 18261 9345
"153" "Calhoun County" "AL" 11206 200 115527 84006 23553 1149 213 4121 43686 8221 8294 47392 5309 112354 1746 4021 20940 20649 17777 5820 853 4353 37035 5973 96.9989699377635 1.73119703619067 0.0178475816526861 17229 25430 26168 5830 8092 4284
"154" "Madison County" "AL" 27303 186 353213 230104 84675 8957 2018 16734 61318 15888 19576 169756 11822 344172 10021 15638 46925 48859 51154 33409 8831 11004 150343 8944 77.2989669123164 0.526594434519681 0.0068124381936051 53660 78901 69895 20143 60410 28926
"155" "Jefferson County" "AL" 62752 920 659460 332267 279928 10093 1224 24692 49321 40728 56926 300739 25044 644957 17730 26921 113368 110110 95331 43099 12850 30747 254936 28262 95.1566433142268 1.39508082370424 0.0146608873023967 100079 152179 137189 36167 86862 34310
"156" "Wilcox County" "AL" 1036 21 10919 2937 7874 0 6 52 27012 967 1582 2901 602 10555 0 134 3371 2357 1227 203 54 218 2148 524 94.8804835607656 1.92325304515065 0.0202702702702703 2117 2701 1733 383 578 204
"157" "Lincoln County" "AR" 2963 30 13885 8963 4325 0 52 499 38873 803 562 3359 297 9069 250 442 1620 1987 1507 392 42 394 2384 440 213.395750810227 2.16060496939143 0.010124873439082 1724 2470 2069 486 576 181
"158" "Bradley County" "AR" 1166 25 10994 6143 3200 0 0 1625 36310 1012 1064 4112 427 10869 602 333 2864 2435 1501 551 79 386 2767 598 106.05784973622 2.27396761870111 0.0214408233276158 1797 2602 1865 426 736 304
"159" "Randolph County" "AR" 1737 44 17514 16648 165 0 98 327 35930 1397 1066 6549 238 17018 98 589 3557 3950 2556 775 58 684 4736 1196 99.1778006166495 2.51227589357086 0.0253310305123777 2816 4031 3856 1033 1182 503
"160" "Clay County" "AR" 1486 39 15190 14547 104 0 72 289 32219 1144 998 6234 348 15005 31 372 3339 3791 2172 426 39 592 4336 1002 97.8275181040158 2.56747860434496 0.0262449528936743 2305 3357 2829 582 725 337
"161" "Ashley County" "AR" 1502 24 20771 14126 5309 0 49 1083 36407 1651 1436 7905 870 20552 416 823 4368 4476 2697 884 125 626 6121 978 72.312358576862 1.15545712772616 0.0159786950732357 3490 4819 3975 704 1333 462
"162" "Arkansas County" "AR" 1578 35 18352 12874 4774 2 3 543 38532 1520 1390 7920 738 18044 188 611 3735 3984 2734 776 198 896 6047 467 85.9851787271142 1.90714908456844 0.0221799746514575 2647 4184 3756 732 1241 447
"163" "Fulton County" "AR" 1002 38 12092 11555 40 6 103 158 36051 930 613 4132 305 11834 94 323 2718 2815 1732 550 20 395 3124 561 82.8647039364869 3.14257360238174 0.0379241516966068 1698 2455 2907 506 687 359
"164" "Grant County" "AR" 1281 26 18076 16812 517 8 38 449 49968 672 844 7561 717 17858 138 669 2579 2842 2706 1228 75 720 5059 1979 70.8674485505643 1.43837132108874 0.0202966432474629 2911 4192 3566 957 1577 616
"165" "Jackson County" "AR" 3009 29 17429 13460 2953 8 31 476 32783 1261 1385 5700 427 14300 37 562 3592 3539 2006 477 157 536 4193 551 172.643295656664 1.66389351081531 0.00963775340644732 2354 3526 3116 653 755 361
"166" "Cleveland County" "AR" 690 23 8332 7057 919 8 32 148 44840 445 568 3362 237 8223 86 282 1589 1483 1266 489 54 281 2332 675 82.8132501200192 2.76044167066731 0.0333333333333333 1455 1905 1445 356 641 257
"167" "Perry County" "AR" 619 6 10320 9520 220 9 51 291 46168 527 313 3943 275 10172 23 444 1808 1598 1551 494 49 445 2095 1301 59.9806201550388 0.581395348837209 0.00969305331179321 1684 2321 2171 535 692 192
"168" "Lee County" "AR" 1563 30 9614 3911 5466 10 14 133 27901 1128 843 2842 514 7957 18 309 2173 2260 1025 218 38 430 2212 253 162.575410859164 3.12044934470564 0.0191938579654511 1257 1851 1539 327 395 167
"169" "Phillips County" "AR" 1492 30 19518 6748 12250 10 2 338 26652 2418 2903 6718 1248 19301 69 321 6363 5083 2101 472 167 1185 5045 719 76.4422584281176 1.53704272978789 0.0201072386058981 3558 5149 4165 1126 863 368
"170" "Stone County" "AR" 873 27 12443 11814 10 11 75 227 33091 916 560 4345 393 12323 10 442 2983 2883 1497 478 52 460 2920 547 70.1599292775054 2.16989471992285 0.0309278350515464 1728 2497 2718 757 698 328
"171" "Calhoun County" "AR" 298 2 5194 3771 1135 11 7 203 37225 284 304 2215 135 5040 8 193 986 1051 691 304 15 129 1764 249 57.3738929534078 0.385059684251059 0.00671140939597315 633 1007 899 292 302 115
"172" "Cross County" "AR" 1715 41 17164 12523 3899 11 7 325 41081 1145 1290 7242 532 16850 26 650 3041 3267 2587 729 143 933 5227 1272 99.9184339314845 2.38872057795386 0.0239067055393586 2873 4152 2659 605 905 556
"173" "Conway County" "AR" 1794 21 20954 17139 2302 13 60 796 39638 1455 1288 8377 641 20742 258 904 3845 4122 2977 897 189 1056 5977 1695 85.6161114822945 1.0021952849098 0.0117056856187291 3180 4837 3715 956 1500 599
"174" "Poinsett County" "AR" 2762 70 24098 21061 1342 14 43 684 37487 2056 2141 9492 538 23552 119 647 5036 4947 3867 633 36 1065 6767 1499 114.615320773508 2.90480537803967 0.0253439536567705 3888 5739 4358 826 1160 326
"175" "Lawrence County" "AR" 1816 40 16777 16068 157 14 88 221 37603 1127 903 6448 575 16141 110 760 2976 3478 2438 637 31 667 4468 1064 108.243428503308 2.38421648685701 0.0220264317180617 2585 3729 3283 770 1198 485
"176" "Ouachita County" "AR" 1762 41 24378 13541 9925 17 56 521 32136 1945 2487 9290 836 23982 164 737 6231 5883 3167 822 144 872 7648 1106 72.2782836984166 1.68184428583149 0.0232690124858116 3615 5539 4682 1186 1549 849
"177" "Desha County" "AR" 1094 15 12094 5531 5744 18 15 700 27036 1562 1437 4440 618 11925 305 360 3886 3249 1694 197 90 418 3628 364 90.4580783859765 1.24028443856458 0.0137111517367459 2185 3112 1891 392 722 241
"178" "Hempstead County" "AR" 1468 11 22154 12226 6531 19 56 2764 38701 1186 1821 8819 605 21863 966 950 5539 4044 3068 737 81 1074 7427 727 66.2634287261894 0.496524329692155 0.00749318801089918 3944 5773 4045 1106 1228 543
"179" "Van Buren County" "AR" 990 10 16751 15693 61 20 99 489 34428 1036 774 5646 508 16554 144 479 3250 3878 2300 624 65 595 3877 1201 59.1009491970629 0.596979284818817 0.0101010101010101 2363 3343 3256 671 946 416
"180" "Izard County" "AR" 1485 29 13521 12646 258 23 145 284 39135 806 367 4615 488 12633 195 404 2238 2645 2158 326 60 657 2946 531 109.829154648325 2.14481177427705 0.0195286195286195 1709 2435 3261 1037 874 379
"181" "Howard County" "AR" 1248 20 13472 8751 2809 24 24 1614 34851 892 1515 5560 338 13265 595 440 2790 2778 1577 547 140 782 4294 682 92.6365795724466 1.48456057007126 0.016025641025641 2260 3495 2777 623 1023 293
"182" "Lafayette County" "AR" 396 7 7051 4180 2665 27 20 82 32500 664 489 2580 234 6863 42 207 1632 1648 872 256 84 258 1905 422 56.1622464898596 0.992766983406609 0.0176767676767677 826 1395 1217 354 612 87
"183" "Drew County" "AR" 1726 26 18620 12463 5358 31 18 571 36092 1312 1358 7629 753 17419 154 649 4246 3734 2535 661 108 1141 5921 1117 92.6960257787325 1.39634801288937 0.015063731170336 2690 4097 3101 690 1399 526
"184" "Newton County" "AR" 611 26 7898 7449 1 42 122 108 38134 532 238 3114 130 7827 36 276 1392 1682 1269 179 22 377 1960 674 77.361357305647 3.29197265130413 0.0425531914893617 1131 1574 1429 300 582 264
"185" "Sevier County" "AR" 2268 23 17206 10038 828 64 276 5655 43675 1112 1238 7225 508 16999 2231 978 3597 2756 2656 541 31 1654 5215 1405 131.814483319772 1.33674299662908 0.0101410934744268 3209 4995 2797 597 699 366
"186" "Sharp County" "AR" 1383 39 17041 15996 69 72 84 364 31792 1475 822 5867 423 16722 114 584 3904 4329 2560 329 78 853 4359 803 81.157209083974 2.28859808696673 0.0281995661605206 2513 3632 3716 1048 762 404
"187" "Woodruff County" "AR" 499 5 6763 4680 1858 100 0 33 30097 774 547 2603 291 6626 41 207 1721 1761 872 201 40 255 1687 268 73.7838237468579 0.739316871211001 0.0100200400801603 888 1450 1131 263 436 106
"188" "Dallas County" "AR" 616 12 7585 4037 3036 124 32 233 35794 571 310 2910 200 6882 72 374 906 1724 1206 206 8 440 1976 683 81.2129202373105 1.5820698747528 0.0194805194805195 1254 1741 1422 332 569 154
"189" "Baxter County" "AR" 2476 86 41093 39079 74 160 206 879 40072 2061 1780 15926 974 40625 273 1346 5117 9182 7220 1714 282 1478 13478 544 60.2535711678388 2.09281386124157 0.0347334410339257 4890 7223 10660 2597 3914 1437
"190" "Prairie County" "AR" 679 17 8309 7059 1112 1 36 47 41244 595 507 3454 283 8141 1 320 1364 1864 1622 404 30 383 2225 747 81.7186183656276 2.0459742447948 0.0250368188512518 1176 1706 1601 459 602 165
"191" "Little River County" "AR" 958 39 12494 9146 2559 1 164 414 36963 1041 933 4623 530 12191 13 271 2291 2773 1844 603 80 610 3529 730 76.6768048663358 3.12149831919321 0.0407098121085595 2019 2793 3084 580 661 237
"192" "Washington County" "AR" 25900 254 223683 160864 7630 5384 1705 36813 47452 7558 10801 106905 5554 215874 19449 13034 38855 35836 32365 12677 3582 13895 89711 8770 115.788861916194 1.13553555701596 0.00980694980694981 35167 55799 34622 6703 25446 11114
"193" "Independence County" "AR" 3283 107 37097 33074 723 257 100 2258 39945 1951 1919 15305 973 35911 667 1598 6628 7153 5412 1347 376 1926 12577 1221 88.497722187778 2.88433026929401 0.0325921413341456 5677 8840 7408 1863 2861 1153
"194" "Yell County" "AR" 2863 56 21601 16325 430 305 165 4261 39696 1100 1504 8852 597 21276 1660 890 3792 3814 2784 859 98 913 6568 658 132.54016017777 2.59247257071432 0.019559902200489 3830 5357 3264 397 1415 421
"195" "Saline County" "AR" 9520 131 116252 99831 7436 1285 336 5186 58985 3509 5405 55741 2522 114629 1733 5859 9210 13542 19460 8888 1424 5375 45814 6991 81.891064239755 1.12686233355125 0.0137605042016807 18577 27733 26005 6588 13140 5372
